sentimiento,tipo,date,content,rating
negativos,cafe_molido,13/08/2019,"Me base en las opiniones de otros clientes y por eso me anime a comprarlo: 1) es mas económico que otros, 2) el sabor no me gusto le falta sabor mas intenso, 3) Ademas no es muy aromático,  4) el tipo de molido tiene el detalle que  esta muy muy molido, mi malla plástica de mi cafetera dejo pasar mucho café, no debe ser problema para mallas de papel. Solo quise experimentar y probar este café, pero definitivamente me regreso al anterior.",2
negativos,cafe_molido,17/08/2019,Café casi sin aroma; sería bueno que emplearan inventario más fresco,2
negativos,cafe_capsulas,18/08/2019,"Estas son las cápsulas con el sabor más fuerte, la verdad no están buenas y también dan un poco de trabajo para insertarlas en la cafetera.

Si quieren buenas cápsulas compatibles con Nespresso mejor busquen las de Café Punta del Cielo.",2
negativos,cafe_capsulas,18/08/2019,"Las cápsulas del bote dorado son un poco más fuertes en sabor que las del bote azul, aún así son malas.
Y todas dan un poco de trabajo para insertarse en la cafetera.",2
negativos,cafe_soluble,20/08/2019,"La tapa del café llegó rota, no cierra",2
negativos,cafe_soluble,20/08/2019,Pensé que sería como uno que ya ee tomado yo pero la verdad se me iso algo fuerte de canela o pilóncillo pero de ahí en fuera bien,2
negativos,cafe_soluble,23/08/2019,"No me gustó el sabor, no se parece en nada a otros café de olla que he probado.",2
negativos,cafe_soluble,24/08/2019,"Realice el frappé con las proporciones recomendadas, sin embargo no sabe a taro comparado con otros productos similares, el sabor no es desagradable pero no es un producto que volvería a comprar.",2
negativos,cafe_molido,03/09/2019,La información del producto no es la correcta.,2
negativos,cafe_grano,04/09/2019,"No puedo opinar realmente sobre el sabor del café, da la impresión de que lo almacenaron en lugares muy calientes por mucho tiempo, desde que abres la bolsa no recibes el olor de café tostado, y cuando lo mueles sigue igual. No volvería a comprar café por Amazon.",2
negativos,cafe_soluble,25/09/2019,Buen sabor pero tienes que usar un exceso para que sepa a taro.,2
negativos,cafe_grano,25/09/2019,"Es un café sin sabor, sin acidez, ni cuerpo, solo es amargor y nada más. Si te gusta tu café con mucha crema y azúcar quizás te interese, pero de otra manera no lo recomiendo.",2
negativos,cafe_capsulas,27/10/2019,"Lo bueno: El aroma es delicioso, el precio es competitivo.
Lo malo: Como toda marca que ofrece capsulas compatibles con Nespresso, aún no lo logran, lo que hace que el café muchas veces no se prepare correctamente y la cápsula deja residuos.

Conclusión: Si la marca ofrece su café en otra presentación lo compraré, pero estas capsulas compatibles aún no estan bien logradas para ninguna marca y por eso ya no compraré compatibles.",2
negativos,cafe_soluble,30/10/2019,"Soy una persona que toma el café sin azúcar y cargado sin embargo mi padre le gusta suave y super azucarado. Pensé que este seria de su agrado y me comentó que le hacía falta azúcar aun cuando ocupé 2 cucharadas copeteadas. Yo mismo lo probé, y para mí es como tomar agua con crema de esa que te dan en las tiendas como el 7/11. No lo recomiendo ya que no sabe a café, sabe a azúcar con agua.",2
negativos,cafe_molido,07/11/2019,"Muy caro para la calidad del café falta sabor ,, como que tiene mucho tiempo empacado",2
negativos,cafe_capsulas,11/11/2019,"ES SATISFACTORIO, nada especial.",2
negativos,cafe_capsulas,18/11/2019,"Muy debil sabor, la concentración de sabor es muy baja y el cafe sabe muy raro.",2
negativos,cafe_soluble,08/12/2019,"Está bien sabroso, pero lo malo que uno llegó quebrado, se me desaparecieron las fotos no tengo como comprobarlo",2
negativos,cafe_grano,16/12/2019,"Estaba funcionando a la perfección mi cafetera cuando se me ocurrió probar este café, el sabor estaba medio equis pero lo seguí tratando de usar para terminar la bolsita ya que luego obvio pierden aroma y sabor, pero de pronto la cafetera se descompuso. Al desarmarla se vio que los conductos del agua se habían tupido con la borra del café, algo que nunca me había pasado antes con ninguna otra marca de café. Me deben una cafetera, Ehya.",2
negativos,cafe_soluble,30/12/2019,"Me gusta mucho el café legal en su otra presentación no soluble. Pensé que este que es soluble tendría el mismo sabor y no, no me gusto, es un sabor agradable al principio pero posterior fastidia. No es lo que esperaba, no no volvería a Comprar en presentación soluble.",2
negativos,cafe_soluble,05/01/2020,Muy pequeño para el precio,2
negativos,cafe_grano,08/01/2020,Ahora si de espresso no tuvo nada este café.,2
negativos,cafe_molido,08/01/2020,Ahora si de espresso no tuvo nada este café.,2
negativos,cafe_soluble,14/01/2020,En lo personal el sabor no es tan bueno,2
negativos,cafe_capsulas,19/01/2020,Mal sabor,2
negativos,cafe_capsulas,21/01/2020,"Buen café, pero la cápsula viene de mala calidad y mal preparada, deja con muy poca concentración y sin sabor el expreso",2
negativos,cafe_soluble,23/01/2020,"Está muy rico y todo, llegó mayugado  y lo comprendo; pero estaba sellado y llegó poco más de la mitad del producto.",2
negativos,cafe_soluble,26/01/2020,El producto no representa el tamaño del valor contra lo que compras en el supermercado,2
negativos,cafe_capsulas,04/02/2020,Llegaron 3 cápsulas dañadas,2
negativos,cafe_capsulas,05/02/2020,"Estas cápsulas son una buena opción en cuanto a precio, pero el sabor no era lo esperado, un poco sobretostado y no rinde lo mismo que las otras cápsulas.",2
negativos,cafe_molido,05/02/2020,Dice que es soluble y viene en grano molido,2
negativos,cafe_capsulas,10/02/2020,"el aroma es bueno, pero el sabor no",2
negativos,cafe_molido,12/02/2020,"No me gusto.
Tuve que combinarlo con otro café para poder tomarlo.",2
negativos,cafe_grano,13/02/2020,"para el tipo de empaque (presentación) y el lugar de origen del producto uno pensaría que es muy bueno ese café pero la realidad es que no tiene la calidad que se espera, el que a mi me enviaron tenia ya pocos mese para que caducada quizás también influyó eso, la experiencia que tuve me evitara volverlo a pedir",2
negativos,cafe_capsulas,29/02/2020,"El espresso queda muy diluido, el sabor muy pobre. Tenia altas expectativas porque el café de esta marca en general es bueno. Aunque el precio fue muy bajo, esperaba algo mejor. Voy a devolver",2
negativos,cafe_molido,02/03/2020,"Pensé que sería un producto diferente ya que tiene la leyenda ""Organic Coffee"" en el empaque. El producto llegó bien y a tiempo, pero el sabor deja mucho que desear. A pesar de que viene completamente sellado el empaque no es el mas adecuado para conservar la frezcura y las propiedades del café además de que el tostado no es el mejor, dice ser un producto ""Gourmet"" pero no tiene las características para serlo.",2
negativos,cafe_grano,12/03/2020,No tiene mucho sabor,2
negativos,cafe_grano,12/03/2020,No tiene sabor,2
negativos,cafe_soluble,21/03/2020,Me fui por el precio y no revisé el gramaje son chiquitas. Ojo con las medidas en todo lo que compren,2
negativos,cafe_molido,31/03/2020,Sabe un poco mal,2
negativos,cafe_soluble,02/04/2020,"Pedí descafeinado y me llegó normal, me indican que no puedo devolverlo pero no me llegó bien el pedido, es la primera vez que me pasa y la verdad no es lo que esperaba por el costo",2
negativos,cafe_capsulas,06/04/2020,"En la cafetera que tengo no quedaron bien las capsulas, le tengo que cortar un pedazo de la orilla para que entre, y con el corte si queda, he comprado otras marcas y si quedan, pero el sabor del cafe si es bueno",2
negativos,cafe_molido,07/04/2020,"En verdad tenia buena expectativa de este café, sin embargo es demasiado ligero.
Creo que lo deberían de mencionar así, es un café sin cuerpo, por mas que intente cargarlo fue imposible obtener un sabor a café fuerte que uno esperaría.
En gustos se rompen géneros, pero en verdad si buscas un café fuerte, este no es para ti",2
negativos,cafe_capsulas,08/04/2020,No es compatible con cafeteras,2
negativos,cafe_grano,16/04/2020,"Anteriormente había probado el cafe Britt de Costa Rica, de donde es originaria la marca, y la verdad nada que ver, este cafe britt de veracruz una decepcion total. Los granos están muy tostados y arruinan el sabor del café. Si te gustan los cafés con granos bien tostados, este es para ti, pero en cambio si eres de los te gusta disfrutar todas las notas frutales y la acidez de un café, definitivamente no compres este cafe.",2
negativos,cafe_molido,16/04/2020,"Anteriormente había probado el cafe Britt de Costa Rica, de donde es originaria la marca, y la verdad nada que ver, este cafe britt de veracruz una decepcion total. Los granos están muy tostados y arruinan el sabor del café. Si te gustan los cafés con granos bien tostados, este es para ti, pero en cambio si eres de los te gusta disfrutar todas las notas frutales y la acidez de un café, definitivamente no compres este cafe.",2
negativos,cafe_molido,17/04/2020,No tiene casi sabor ni olor,2
negativos,cafe_capsulas,21/04/2020,"Me entusiasmó el encontrar un café de oaxaca para espresso, pero creo que hace falta trabajar mejor la mezcla de café, el sabor es algo burdo, y queda muy por debajo de cualquier mezcla de los originales de nespresso, ojalá que pueda mejorar el producto, para que hubiera un producto representativo de oaxaca",2
negativos,cafe_capsulas,22/04/2020,Hola compré unas cápsulas de nespresso me llegaron pero no son del tamaño de las cápsulas que usa mi cafetera quisiera cambiar por las del tamaño la caja chica es el tamaño correcto,2
negativos,cafe_capsulas,22/04/2020,"Pero la verdad no vale la pena, no hay diferencia significativa entre el de Dolce gusto a este de stabucks.",2
negativos,cafe_molido,23/04/2020,Lo compré por que decía café de grano y lo iba ocupar para mi cafetera expresas. ?? Y?? SALIÓ MOLIDO??,2
negativos,cafe_molido,23/04/2020,Sabe a un café “X” literal no me sorprendió,2
negativos,cafe_capsulas,30/04/2020,La cápsula está mal diseñada y hace que la máquina trabaje de más. Además el sabor del café es muy simple y sin aroma.,2
negativos,cafe_molido,04/05/2020,"Decepcionante. Me animé a comprarlo por los comentarios aquí en Amazon, sin embargo mi experiencia de comprador: no tiene buen sabor, no da el aroma ni el sabor de café, tiene un retrogusto como si estuviera viejo, o mal empacado.  El precio nos pareció bueno porque incluye el envío. Pero no lo volvería a comprar. Compro otros cafés en el estado de Veracruz antes de la pandemia y son excelentes aunque pase el tiempo conservan sabor y aroma.",2
negativos,cafe_grano,05/05/2020,"Amazon=Outlet, ésto es una ruleta, precio bajo= pésima calidad,  precio alto=calidad aceptable, y aveces todo lo contrario. Buena Suerte en la Lotería.

Comparando Tienda vs Amazon 70 % sobrecosto, y luego?
Por el precio, no es aceptable vs calidad. No es café de especialidad,  $340.00 por kg.

Si fuera el Precio $100 x 1/2 kg. Sí = que en Tienda.

Sumarle menos producto, (50 g) porque estaba cortado el empaque con cutter, típico Costco. (pesado en báscula).",2
negativos,cafe_molido,05/05/2020,"Lo.unico malo que encontré en esto fue que lo pedí molido, y me lo enviaron de grano entero",2
negativos,cafe_soluble,07/05/2020,"2 estrellas, pedí Regular y recibí Descafeinado.",2
negativos,cafe_grano,14/05/2020,"Tenía ganas de descubrir un café con una relación sabor-precio decente. Por lo mismo que no es caro, no esperaba mucho, solo un café que supiera a café. Sin embargo, el nivel tan extremo de tostado, terminó haciendo este café intomable. Aun combinándolo con leche, se siente ese sabor carbonizado muy desagradable.
Aunque prefiero tuestes medios, puedo disfrutar un tueste oscuro de vez en cuando. Pero este, a pesar de que dice que es medio-oscuro, es uno de los cafés con más sabor a quemado que he bebido en toda mi vida.

Una lástima, ojalá mejoren ese punto porque me gusta conocer nuevos productos mexicanos de calidad.",2
negativos,cafe_grano,17/05/2020,"La descripción específica que es ""Tueste Obscura"" y no es.  Mi esposa sólo puede tomar obscura por razónese de salud. El sabor está bien por ser mediana.",2
negativos,cafe_molido,17/05/2020,"La descripción específica que es ""Tueste Obscura"" y no es.  Mi esposa sólo puede tomar obscura por razónese de salud. El sabor está bien por ser mediana.",2
negativos,cafe_capsulas,18/05/2020,"No pude saborear el café, las cápsulas son plásticas y están pésimas, se tapan, casi no sale y la máquina trabaja muuucho! Le daría otra oportunidad al café pero si cambiaran las cápsulas, de lo contrario, no vale la pena.",2
negativos,cafe_molido,23/05/2020,EL CAFE ESTA MUY MOLIDO Y TAPA EL FILTRO DE LA CAFETERA.,2
negativos,cafe_molido,24/05/2020,"Buen aroma pero sin sabor, se necesita usar mucho para tener un café pasable",2
negativos,cafe_molido,24/05/2020,"Nada de aroma, no tiene fecha de empaque y creo no era fresco. Sin carácter",2
negativos,cafe_grano,26/05/2020,Desafortunadamente no me sirvió para la extracción. Probé diferentes medidas de molido y en ninguna pude obtener crema de el. No recomiendo,2
negativos,cafe_molido,26/05/2020,Desafortunadamente no me sirvió para la extracción. Probé diferentes medidas de molido y en ninguna pude obtener crema de el. No recomiendo,2
negativos,cafe_molido,26/05/2020,"Recibi el producto incorrecto, yo pedi cafe molido y me llego cafe en grano. He intentado devolverlo y me dice que no es elegible para devolución. ¿Alguna solución?",2
negativos,cafe_capsulas,28/05/2020,Las cápsulas tienden a caerse debido a que la parte de abajo no las sostiene bien,2
negativos,cafe_grano,28/05/2020,"El molido no es suficientemente fino, el sabor es un poco a tierra y no tiene buena consistencia",2
negativos,cafe_molido,29/05/2020,"Super tostado y amargo, no se siente nada del sabor del piloncillo o la canela.",2
negativos,cafe_soluble,01/06/2020,"Por el precio que salio la compra minima de 2 cafes, hubiera comprado 1/3 mas en el super. Definitivamente me hizo falta mas revisar la relacion cantidad precio. Pague mas caro el cafe solo por no ir al super, lo cual no vale la pena porque de por si tengo que salir por otro tipo de comestibles.",2
negativos,cafe_soluble,05/06/2020,"Es un café que en relación precio calidad, es simplemente barato, sin olor a un buen café, sabor ligero y poca acidez, puedo decir que es pasable pero no excelente.",2
negativos,cafe_capsulas,08/06/2020,"El café es de excelente sabor, pero coincido con las demás reseñas de que no es para nada compatible con las cafeteras de Nesspreso, pareciera que si lo son por su forma pero al momento de hacerlo se tira el agua en el deposito donde se van las cápsulas ya utilizadas.",2
negativos,cafe_capsulas,09/06/2020,"El sabor no tiene nada que ver con el nombre del producto, ni naranja ni chocolate, nunca supimos el sabor",2
negativos,cafe_grano,09/06/2020,Al abrir la caja el empaque del café está abierto mezclaron el café con productos de limpieza.,2
negativos,cafe_soluble,10/06/2020,"Muy bonita su presentación, pero me dejo mucho que desear, su sabor es malo, nada que ver con el de su cafetería",2
negativos,cafe_molido,10/06/2020,"Comencé a comprar este café el año pasado y la calidad era muy buena.
En la última compra, el tamaño del grano es mucho menor y el tostado muy malo.
Parece otro café totalmente diferente, de baja calidad, muy diferente del original que vendían el año pasado y hasta hace unos meses atrás.",2
negativos,cafe_molido,13/06/2020,No le agrado el sabor. Demasiado fuerte y amargo.,2
negativos,cafe_capsulas,14/06/2020,"No sirven estas cápsulas en mi cafetera Nespresso
Yo creo que están defectuosos porque se tira el café antes de salir a la tasa
En fin, buen sabor pero de qué sirve comprar si no puedo disfrutar ?
Ojo, el café bola de oro siempre me ha gustado, me quejo de la cápsula defectuosa",2
negativos,cafe_soluble,21/06/2020,No me gusto sabe a tester choice,2
negativos,cafe_capsulas,23/06/2020,He comprado varias veces el producto y cada vez vienen mal las cápsulas por lo que no se perforan y más de la mitad de cada caja no funciona,2
negativos,cafe_molido,23/06/2020,Buen sabor y cuerpo... error no fijarme en el molido regular no apto para café expreso,2
negativos,cafe_grano,26/06/2020,"El café no es malo, ni de mala calidad, a mi personalmente no me gusto tanto y se me hace elevado el precio, he comprado mejores cafés por mejores precios. Pero es por cuestiones personales.",2
negativos,cafe_capsulas,28/06/2020,"Luce muy bien. Excelente diseño visualmente. Pero tiene un gran defecto, el ancho de los rieles que guían las cápsulas es demasiado grande, y al tomar una cápsula se salen del riel",2
negativos,cafe_capsulas,01/07/2020,"Esta muy bueno pero es muy caro a comparación del capuchino normal de dolce gusto
No se dejen engañar,vienen 12 cápsulas pero solamente sirve para 6 cafés",2
negativos,cafe_molido,01/07/2020,el sabor no es lo que esperaba.  el empaque es lo mejor.,2
negativos,cafe_molido,01/07/2020,No tiene gran sabor,2
negativos,cafe_capsulas,02/07/2020,"El problema es que mandaron la caja de las cápsulas en un sobre, de tal manera que la caja estaba desarmada y las cápsulas regadas en él. Sería mejor que las enviaran en un empaque más resistente.",2
negativos,cafe_grano,02/07/2020,"Café tostado muy oscuro (casi quemado), tantk así que sus  granos han desprendido sus aceites rápidamente o no estaba nada fresco.",2
negativos,cafe_grano,04/07/2020,"Es demasiado ligero para mi gusto, aunque no está mal.",2
